1.00,4.00,8.00,12.00,18.00,24.00,36.00
2.00,4.00,18.00,24.00,30.00,36.00,42.00
1.00,4.00,12.00,18.00,24.00,30.00,42.00
1.00,4.00,8.00,12.00,18.00,36.00,42.00
1.00,4.00,8.00,18.00,24.00,30.00,36.00
4.00,8.00,18.00,24.00,30.00,36.00,42.00
4.00,8.00,12.00,24.00,30.00,36.00,42.00
1.00,2.00,8.00,24.00,30.00,36.00,42.00
1.00,2.00,4.00,18.00,24.00,36.00,42.00
2.00,4.00,12.00,18.00,24.00,30.00,36.00
4.00,8.00,12.00,18.00,30.00,36.00,42.00
1.00,2.00,4.00,8.00,12.00,18.00,30.00
1.00,2.00,4.00,8.00,12.00,18.00,42.00
8.00,12.00,18.00,24.00,30.00,36.00,42.00
1.00,2.00,4.00,8.00,12.00,18.00,24.00
1.00,2.00,8.00,12.00,24.00,36.00,42.00
2.00,4.00,8.00,12.00,24.00,36.00,42.00
1.00,12.00,18.00,24.00,30.00,36.00,42.00
1.00,2.00,4.00,8.00,30.00,36.00,42.00
2.00,4.00,8.00,12.00,18.00,36.00,42.00
2.00,4.00,12.00,18.00,24.00,30.00,36.00
1.00,4.00,8.00,18.00,30.00,36.00,42.00
2.00,8.00,18.00,24.00,30.00,36.00,42.00
1.00,2.00,12.00,18.00,24.00,30.00,42.00
1.00,2.00,4.00,8.00,12.00,18.00,24.00
4.00,8.00,12.00,24.00,30.00,36.00,42.00
1.00,2.00,4.00,18.00,30.00,36.00,42.00
1.00,2.00,8.00,18.00,24.00,30.00,36.00
1.00,2.00,4.00,8.00,12.00,18.00,30.00
1.00,4.00,8.00,12.00,18.00,36.00,42.00
1.00,2.00,4.00,18.00,24.00,30.00,36.00
1.00,8.00,12.00,18.00,30.00,36.00,42.00
1.00,2.00,4.00,8.00,24.00,30.00,36.00
1.00,2.00,4.00,8.00,18.00,30.00,42.00
1.00,2.00,4.00,8.00,12.00,18.00,36.00
1.00,4.00,12.00,18.00,24.00,30.00,36.00
2.00,4.00,12.00,18.00,24.00,30.00,36.00
2.00,12.00,18.00,24.00,30.00,36.00,42.00
4.00,8.00,12.00,18.00,24.00,30.00,36.00
1.00,4.00,8.00,12.00,30.00,36.00,42.00
4.00,8.00,18.00,24.00,30.00,36.00,42.00
4.00,8.00,12.00,18.00,24.00,30.00,36.00
1.00,2.00,4.00,8.00,12.00,18.00,24.00
4.00,8.00,12.00,18.00,30.00,36.00,42.00
2.00,4.00,8.00,18.00,30.00,36.00,42.00
1.00,2.00,4.00,8.00,18.00,24.00,30.00
1.00,2.00,8.00,18.00,30.00,36.00,42.00
2.00,4.00,18.00,24.00,30.00,36.00,42.00
1.00,4.00,8.00,12.00,24.00,30.00,42.00
2.00,8.00,12.00,18.00,24.00,30.00,42.00
1.00,2.00,4.00,8.00,12.00,18.00,36.00
1.00,2.00,8.00,12.00,30.00,36.00,42.00
1.00,2.00,4.00,8.00,12.00,18.00,36.00
1.00,2.00,4.00,8.00,18.00,30.00,42.00
2.00,8.00,12.00,24.00,30.00,36.00,42.00
2.00,4.00,8.00,12.00,24.00,36.00,42.00
4.00,8.00,12.00,18.00,24.00,36.00,42.00
1.00,4.00,12.00,18.00,24.00,30.00,42.00
1.00,2.00,4.00,8.00,12.00,18.00,30.00
1.00,4.00,8.00,12.00,18.00,30.00,42.00
1.00,8.00,12.00,18.00,24.00,30.00,36.00
1.00,2.00,8.00,12.00,18.00,24.00,30.00
1.00,2.00,4.00,12.00,24.00,36.00,42.00
2.00,4.00,8.00,12.00,24.00,36.00,42.00
1.00,2.00,4.00,8.00,18.00,24.00,42.00
2.00,8.00,12.00,18.00,30.00,36.00,42.00
2.00,4.00,8.00,12.00,24.00,30.00,36.00
1.00,2.00,4.00,24.00,30.00,36.00,42.00
1.00,8.00,18.00,24.00,30.00,36.00,42.00
1.00,4.00,12.00,18.00,30.00,36.00,42.00
2.00,4.00,12.00,18.00,24.00,30.00,42.00
1.00,2.00,4.00,8.00,12.00,30.00,36.00
1.00,4.00,8.00,12.00,18.00,24.00,42.00
1.00,2.00,4.00,12.00,24.00,30.00,36.00
2.00,4.00,8.00,12.00,30.00,36.00,42.00
1.00,2.00,4.00,8.00,18.00,30.00,42.00
1.00,2.00,8.00,18.00,24.00,30.00,42.00
2.00,4.00,8.00,12.00,18.00,30.00,42.00
1.00,8.00,18.00,24.00,30.00,36.00,42.00
1.00,2.00,4.00,8.00,12.00,18.00,24.00
2.00,8.00,12.00,18.00,24.00,36.00,42.00
1.00,2.00,4.00,12.00,18.00,36.00,42.00
1.00,2.00,8.00,18.00,30.00,36.00,42.00
1.00,2.00,4.00,8.00,12.00,30.00,42.00
1.00,2.00,4.00,8.00,12.00,18.00,42.00
1.00,2.00,4.00,12.00,18.00,36.00,42.00
1.00,4.00,8.00,12.00,18.00,24.00,42.00
1.00,2.00,4.00,8.00,18.00,24.00,30.00
4.00,8.00,12.00,18.00,24.00,30.00,36.00
2.00,4.00,8.00,18.00,24.00,30.00,36.00
2.00,4.00,8.00,12.00,18.00,24.00,42.00
1.00,8.00,12.00,18.00,30.00,36.00,42.00
2.00,4.00,8.00,12.00,18.00,36.00,42.00
1.00,2.00,18.00,24.00,30.00,36.00,42.00
2.00,8.00,12.00,18.00,24.00,36.00,42.00
1.00,4.00,8.00,18.00,24.00,30.00,36.00
1.00,2.00,4.00,18.00,24.00,30.00,36.00
1.00,2.00,8.00,18.00,30.00,36.00,42.00
4.00,8.00,12.00,24.00,30.00,36.00,42.00
4.00,8.00,12.00,18.00,24.00,30.00,36.00
1.00,8.00,12.00,18.00,24.00,30.00,42.00
1.00,8.00,12.00,18.00,24.00,36.00,42.00
1.00,2.00,12.00,18.00,24.00,30.00,42.00
1.00,4.00,12.00,18.00,24.00,30.00,36.00
1.00,2.00,12.00,18.00,24.00,36.00,42.00
4.00,8.00,18.00,24.00,30.00,36.00,42.00
4.00,8.00,12.00,18.00,24.00,36.00,42.00
1.00,4.00,8.00,12.00,18.00,36.00,42.00
2.00,4.00,8.00,12.00,24.00,30.00,36.00
1.00,4.00,8.00,18.00,24.00,30.00,42.00
1.00,2.00,8.00,12.00,18.00,24.00,42.00
2.00,8.00,12.00,18.00,30.00,36.00,42.00
2.00,4.00,8.00,12.00,24.00,36.00,42.00
1.00,2.00,4.00,8.00,18.00,30.00,42.00
1.00,2.00,4.00,12.00,24.00,30.00,42.00
2.00,4.00,8.00,18.00,24.00,30.00,42.00
1.00,2.00,4.00,12.00,18.00,30.00,36.00
1.00,4.00,8.00,24.00,30.00,36.00,42.00
1.00,4.00,8.00,18.00,30.00,36.00,42.00
1.00,2.00,4.00,24.00,30.00,36.00,42.00
4.00,8.00,12.00,24.00,30.00,36.00,42.00
1.00,2.00,8.00,18.00,24.00,30.00,36.00
1.00,2.00,18.00,24.00,30.00,36.00,42.00
1.00,8.00,12.00,18.00,24.00,36.00,42.00
1.00,8.00,12.00,18.00,24.00,30.00,36.00
2.00,4.00,8.00,18.00,24.00,36.00,42.00
4.00,8.00,12.00,18.00,24.00,30.00,36.00
1.00,2.00,4.00,8.00,12.00,24.00,30.00
1.00,2.00,4.00,8.00,24.00,36.00,42.00
1.00,2.00,8.00,12.00,18.00,36.00,42.00
2.00,4.00,12.00,18.00,24.00,30.00,36.00
1.00,2.00,4.00,12.00,24.00,30.00,36.00
2.00,4.00,8.00,24.00,30.00,36.00,42.00
2.00,4.00,8.00,12.00,18.00,24.00,36.00
1.00,2.00,8.00,12.00,18.00,24.00,36.00
1.00,4.00,8.00,12.00,18.00,24.00,36.00
2.00,8.00,12.00,18.00,30.00,36.00,42.00
1.00,2.00,8.00,12.00,24.00,36.00,42.00
4.00,12.00,18.00,24.00,30.00,36.00,42.00
2.00,4.00,8.00,12.00,18.00,24.00,36.00
1.00,4.00,8.00,24.00,30.00,36.00,42.00
2.00,4.00,8.00,12.00,18.00,30.00,36.00
1.00,2.00,4.00,12.00,18.00,30.00,36.00
1.00,4.00,8.00,12.00,18.00,30.00,36.00
4.00,8.00,12.00,18.00,24.00,36.00,42.00
1.00,2.00,4.00,12.00,24.00,30.00,42.00
2.00,4.00,8.00,18.00,24.00,30.00,42.00
1.00,2.00,4.00,18.00,24.00,30.00,42.00
1.00,2.00,4.00,12.00,18.00,24.00,36.00
1.00,2.00,4.00,12.00,30.00,36.00,42.00
1.00,2.00,12.00,24.00,30.00,36.00,42.00
2.00,4.00,8.00,12.00,18.00,36.00,42.00
8.00,12.00,18.00,24.00,30.00,36.00,42.00
2.00,8.00,12.00,18.00,30.00,36.00,42.00
2.00,4.00,8.00,12.00,18.00,24.00,30.00
1.00,2.00,8.00,12.00,24.00,36.00,42.00
1.00,2.00,4.00,8.00,12.00,30.00,42.00
1.00,2.00,8.00,12.00,24.00,30.00,42.00
2.00,4.00,8.00,18.00,24.00,36.00,42.00
1.00,4.00,18.00,24.00,30.00,36.00,42.00
1.00,2.00,12.00,18.00,30.00,36.00,42.00
2.00,4.00,12.00,18.00,30.00,36.00,42.00
1.00,2.00,4.00,8.00,24.00,30.00,36.00
1.00,4.00,18.00,24.00,30.00,36.00,42.00
1.00,2.00,4.00,8.00,12.00,18.00,30.00
1.00,2.00,8.00,18.00,24.00,36.00,42.00
2.00,4.00,8.00,12.00,18.00,24.00,42.00
1.00,4.00,8.00,12.00,18.00,30.00,42.00
1.00,2.00,4.00,12.00,24.00,30.00,36.00
1.00,4.00,12.00,24.00,30.00,36.00,42.00
1.00,2.00,4.00,8.00,12.00,18.00,42.00
1.00,2.00,4.00,8.00,12.00,30.00,36.00
2.00,4.00,8.00,12.00,18.00,24.00,36.00
2.00,4.00,8.00,12.00,18.00,24.00,30.00
4.00,8.00,12.00,18.00,30.00,36.00,42.00
2.00,8.00,12.00,18.00,24.00,30.00,36.00
1.00,8.00,12.00,18.00,24.00,30.00,42.00
2.00,8.00,12.00,18.00,30.00,36.00,42.00
1.00,2.00,4.00,8.00,18.00,36.00,42.00
1.00,8.00,12.00,18.00,24.00,30.00,42.00
1.00,4.00,8.00,12.00,24.00,30.00,36.00
2.00,12.00,18.00,24.00,30.00,36.00,42.00
1.00,2.00,4.00,8.00,18.00,24.00,42.00
2.00,8.00,12.00,18.00,24.00,30.00,42.00
1.00,4.00,8.00,12.00,18.00,24.00,42.00
1.00,2.00,4.00,8.00,18.00,24.00,42.00
1.00,2.00,4.00,8.00,18.00,36.00,42.00
2.00,4.00,8.00,12.00,18.00,24.00,36.00
1.00,2.00,4.00,18.00,30.00,36.00,42.00
2.00,4.00,12.00,18.00,24.00,36.00,42.00
4.00,8.00,12.00,18.00,24.00,30.00,42.00
2.00,4.00,8.00,12.00,18.00,36.00,42.00
1.00,2.00,4.00,8.00,12.00,18.00,30.00
1.00,2.00,4.00,8.00,18.00,36.00,42.00
2.00,4.00,12.00,18.00,24.00,30.00,42.00
2.00,4.00,12.00,18.00,24.00,30.00,42.00
1.00,2.00,4.00,12.00,18.00,36.00,42.00
2.00,8.00,12.00,18.00,24.00,30.00,42.00
1.00,4.00,8.00,12.00,24.00,30.00,36.00
4.00,8.00,12.00,18.00,24.00,30.00,36.00
2.00,4.00,8.00,12.00,18.00,30.00,36.00
1.00,2.00,4.00,8.00,12.00,30.00,42.00
2.00,4.00,8.00,12.00,24.00,30.00,42.00
1.00,4.00,8.00,24.00,30.00,36.00,42.00
1.00,2.00,4.00,18.00,24.00,36.00,42.00
1.00,2.00,8.00,18.00,24.00,30.00,36.00
2.00,4.00,8.00,12.00,24.00,30.00,42.00
1.00,4.00,8.00,12.00,24.00,30.00,36.00
2.00,4.00,8.00,12.00,24.00,30.00,36.00
1.00,2.00,4.00,8.00,12.00,24.00,36.00
1.00,2.00,4.00,8.00,18.00,30.00,36.00
1.00,4.00,12.00,18.00,24.00,30.00,36.00
1.00,2.00,8.00,12.00,18.00,30.00,42.00
1.00,2.00,4.00,12.00,24.00,30.00,42.00
4.00,8.00,18.00,24.00,30.00,36.00,42.00
1.00,2.00,4.00,8.00,12.00,30.00,42.00
2.00,8.00,12.00,18.00,24.00,30.00,36.00
2.00,4.00,8.00,12.00,18.00,30.00,36.00
1.00,2.00,4.00,18.00,24.00,30.00,42.00
1.00,2.00,8.00,18.00,24.00,36.00,42.00
2.00,4.00,8.00,24.00,30.00,36.00,42.00
1.00,4.00,8.00,12.00,18.00,36.00,42.00
1.00,4.00,12.00,18.00,24.00,30.00,36.00
1.00,2.00,12.00,18.00,24.00,30.00,36.00
1.00,2.00,4.00,12.00,30.00,36.00,42.00
1.00,2.00,4.00,8.00,12.00,24.00,42.00
2.00,4.00,8.00,12.00,18.00,24.00,42.00
1.00,2.00,4.00,18.00,24.00,30.00,42.00
4.00,8.00,12.00,24.00,30.00,36.00,42.00
1.00,2.00,8.00,12.00,18.00,36.00,42.00
1.00,2.00,4.00,12.00,24.00,30.00,36.00
1.00,2.00,12.00,18.00,24.00,36.00,42.00
2.00,4.00,8.00,18.00,24.00,36.00,42.00
1.00,2.00,8.00,12.00,18.00,24.00,42.00
2.00,4.00,12.00,18.00,24.00,30.00,42.00
1.00,4.00,8.00,18.00,30.00,36.00,42.00
1.00,2.00,4.00,8.00,18.00,30.00,36.00
2.00,8.00,12.00,18.00,30.00,36.00,42.00
1.00,2.00,4.00,12.00,18.00,24.00,30.00
1.00,2.00,4.00,8.00,12.00,24.00,30.00
1.00,2.00,4.00,12.00,18.00,24.00,42.00
1.00,2.00,8.00,18.00,24.00,36.00,42.00
1.00,4.00,8.00,18.00,24.00,36.00,42.00
1.00,2.00,4.00,8.00,12.00,36.00,42.00
1.00,2.00,8.00,12.00,18.00,30.00,36.00
1.00,4.00,8.00,12.00,18.00,24.00,30.00
1.00,2.00,4.00,8.00,18.00,24.00,36.00
1.00,4.00,8.00,24.00,30.00,36.00,42.00
2.00,4.00,8.00,18.00,30.00,36.00,42.00
1.00,4.00,8.00,12.00,18.00,24.00,42.00
1.00,4.00,8.00,18.00,30.00,36.00,42.00
1.00,2.00,4.00,8.00,24.00,30.00,42.00
1.00,2.00,4.00,8.00,12.00,18.00,36.00
1.00,2.00,8.00,12.00,18.00,30.00,42.00
1.00,2.00,4.00,8.00,12.00,24.00,36.00
1.00,2.00,4.00,18.00,24.00,30.00,42.00
1.00,2.00,8.00,18.00,24.00,30.00,42.00
1.00,2.00,8.00,18.00,24.00,30.00,42.00
1.00,4.00,8.00,12.00,18.00,24.00,36.00
2.00,4.00,12.00,18.00,24.00,30.00,36.00
1.00,2.00,18.00,24.00,30.00,36.00,42.00
4.00,8.00,12.00,18.00,24.00,30.00,42.00
2.00,4.00,8.00,12.00,18.00,36.00,42.00
1.00,2.00,4.00,8.00,18.00,24.00,36.00
1.00,8.00,18.00,24.00,30.00,36.00,42.00
2.00,4.00,8.00,12.00,18.00,24.00,42.00
1.00,2.00,4.00,8.00,12.00,24.00,36.00
2.00,4.00,12.00,18.00,30.00,36.00,42.00
1.00,2.00,4.00,8.00,18.00,24.00,36.00
1.00,4.00,12.00,18.00,24.00,36.00,42.00
1.00,2.00,8.00,12.00,18.00,24.00,36.00
1.00,2.00,4.00,8.00,12.00,30.00,36.00
2.00,4.00,12.00,18.00,30.00,36.00,42.00
1.00,2.00,4.00,12.00,18.00,24.00,30.00
1.00,4.00,8.00,12.00,30.00,36.00,42.00
1.00,4.00,8.00,12.00,18.00,24.00,36.00
4.00,8.00,12.00,18.00,24.00,36.00,42.00
2.00,4.00,8.00,18.00,24.00,30.00,42.00
4.00,8.00,12.00,18.00,24.00,30.00,36.00
2.00,4.00,8.00,12.00,24.00,36.00,42.00
1.00,8.00,12.00,18.00,24.00,36.00,42.00
2.00,4.00,8.00,12.00,24.00,30.00,42.00
2.00,8.00,18.00,24.00,30.00,36.00,42.00
2.00,8.00,12.00,18.00,24.00,30.00,42.00
1.00,8.00,12.00,18.00,30.00,36.00,42.00
1.00,2.00,8.00,12.00,18.00,36.00,42.00
1.00,2.00,4.00,24.00,30.00,36.00,42.00
1.00,2.00,4.00,12.00,18.00,24.00,30.00
1.00,4.00,8.00,24.00,30.00,36.00,42.00
1.00,4.00,8.00,12.00,24.00,30.00,42.00
1.00,2.00,4.00,8.00,12.00,24.00,30.00
1.00,2.00,8.00,12.00,18.00,24.00,30.00
1.00,2.00,12.00,18.00,24.00,30.00,36.00
1.00,2.00,8.00,12.00,18.00,24.00,30.00
4.00,8.00,12.00,24.00,30.00,36.00,42.00
1.00,2.00,4.00,12.00,18.00,24.00,42.00
1.00,2.00,4.00,12.00,18.00,30.00,36.00
1.00,4.00,12.00,18.00,24.00,30.00,36.00
2.00,4.00,8.00,24.00,30.00,36.00,42.00
1.00,2.00,4.00,12.00,18.00,24.00,30.00
1.00,12.00,18.00,24.00,30.00,36.00,42.00
1.00,2.00,8.00,12.00,18.00,24.00,42.00
1.00,2.00,8.00,12.00,24.00,30.00,42.00
1.00,4.00,8.00,12.00,18.00,24.00,36.00
1.00,4.00,12.00,18.00,24.00,30.00,42.00
8.00,12.00,18.00,24.00,30.00,36.00,42.00
1.00,4.00,12.00,18.00,24.00,30.00,42.00
1.00,2.00,8.00,24.00,30.00,36.00,42.00
1.00,2.00,4.00,12.00,18.00,36.00,42.00
1.00,2.00,4.00,8.00,12.00,18.00,30.00
1.00,4.00,18.00,24.00,30.00,36.00,42.00
1.00,2.00,4.00,8.00,12.00,24.00,42.00
1.00,4.00,12.00,18.00,24.00,36.00,42.00
1.00,2.00,4.00,18.00,24.00,36.00,42.00
2.00,4.00,8.00,18.00,24.00,30.00,42.00
1.00,2.00,8.00,18.00,30.00,36.00,42.00
2.00,8.00,12.00,18.00,24.00,30.00,42.00
2.00,4.00,8.00,12.00,24.00,30.00,42.00
2.00,4.00,12.00,24.00,30.00,36.00,42.00
1.00,2.00,12.00,18.00,24.00,36.00,42.00
1.00,2.00,4.00,12.00,24.00,30.00,42.00
1.00,2.00,4.00,18.00,24.00,30.00,42.00
1.00,4.00,8.00,18.00,30.00,36.00,42.00
1.00,2.00,4.00,12.00,24.00,30.00,42.00
1.00,2.00,4.00,12.00,18.00,24.00,36.00
1.00,4.00,18.00,24.00,30.00,36.00,42.00
1.00,2.00,18.00,24.00,30.00,36.00,42.00
1.00,2.00,4.00,8.00,12.00,18.00,36.00
2.00,8.00,18.00,24.00,30.00,36.00,42.00
4.00,8.00,12.00,18.00,24.00,30.00,42.00
1.00,2.00,8.00,18.00,24.00,36.00,42.00
1.00,2.00,12.00,18.00,24.00,30.00,42.00
1.00,4.00,8.00,18.00,30.00,36.00,42.00
1.00,8.00,12.00,18.00,24.00,30.00,42.00
1.00,4.00,12.00,18.00,24.00,36.00,42.00
1.00,4.00,18.00,24.00,30.00,36.00,42.00
1.00,4.00,8.00,18.00,24.00,30.00,36.00
1.00,2.00,4.00,8.00,18.00,24.00,42.00
2.00,12.00,18.00,24.00,30.00,36.00,42.00
1.00,4.00,18.00,24.00,30.00,36.00,42.00
1.00,2.00,4.00,8.00,18.00,24.00,36.00
1.00,2.00,4.00,8.00,18.00,30.00,36.00
1.00,4.00,8.00,12.00,24.00,36.00,42.00
1.00,4.00,8.00,12.00,24.00,30.00,36.00
2.00,8.00,12.00,24.00,30.00,36.00,42.00
1.00,2.00,4.00,8.00,12.00,18.00,42.00
1.00,2.00,4.00,12.00,18.00,24.00,42.00
1.00,2.00,4.00,8.00,12.00,18.00,36.00
1.00,2.00,4.00,8.00,12.00,30.00,36.00
1.00,4.00,12.00,18.00,24.00,30.00,42.00
2.00,8.00,12.00,18.00,24.00,36.00,42.00
2.00,4.00,8.00,12.00,18.00,24.00,36.00
1.00,8.00,12.00,18.00,24.00,36.00,42.00
2.00,4.00,8.00,18.00,24.00,30.00,36.00
2.00,4.00,8.00,12.00,24.00,30.00,36.00
1.00,2.00,4.00,8.00,24.00,36.00,42.00
1.00,2.00,8.00,18.00,30.00,36.00,42.00
1.00,2.00,8.00,12.00,18.00,24.00,30.00
1.00,2.00,4.00,12.00,18.00,36.00,42.00
1.00,4.00,8.00,12.00,18.00,24.00,42.00
1.00,4.00,8.00,12.00,18.00,30.00,42.00
1.00,2.00,8.00,12.00,18.00,24.00,36.00
1.00,2.00,8.00,12.00,30.00,36.00,42.00
1.00,2.00,4.00,18.00,30.00,36.00,42.00
4.00,8.00,12.00,18.00,24.00,30.00,42.00
1.00,2.00,4.00,18.00,24.00,30.00,36.00
2.00,8.00,12.00,24.00,30.00,36.00,42.00
2.00,4.00,8.00,18.00,24.00,36.00,42.00
1.00,2.00,8.00,18.00,24.00,30.00,42.00
1.00,4.00,8.00,24.00,30.00,36.00,42.00
1.00,2.00,12.00,18.00,24.00,36.00,42.00
